宝盛北里三居室，高楼层，电梯直达，满五年唯一,宝盛北里,清河,3室1厅 ,140.25, 南 北 , 精装 ,9, 2004年 , 板楼,89, 3个月以前发布,9600000.0,"68,450元/平",VR房源 房本满五年 
怡清园 2003年小区 近地铁 有电梯朝南 视野佳 靠谱卖,怡清园,清河,2室1厅 ,117.54, 南 , 精装 ,15, 2003年 , 板塔结合,7,18,6880000.0,"58,534元/平",近地铁 VR房源 房本满五年 
世华龙樾二期，正规两居室，精装自住，靠谱出售可看房,世华龙樾二期,清河,2室1厅 ,87.78, 东 西 , 精装 ,4, 2015年 , 板楼,3,16,11500000.0,"131,010元/平",近地铁 VR房源 房本满五年 
毛纺厂西小区 南北通透 精装修,毛纺厂西小区,清河,3室1厅 ,76.9, 南 北 , 其他 ,4, 1962年 , 板楼,21,17,5180000.0,"67,361元/平",近地铁 VR房源 
萬橡府精装修四居室、南北通透正对公园和花园,橡树湾五期,清河,4室2厅 ,239.19, 南 北 , 精装 ,22, 2018年 , 板楼,4,19,36000000.0,"150,508元/平",VR房源 房本满五年 
世华龙樾一期西区 毛坯三居室 中间层 有电梯,世华龙樾一期西区,清河,3室1厅 ,89.2, 东 西 , 毛坯 ,15, 2018年 , 板楼,19, 1个月以前发布,7800000.0,"87,444元/平",近地铁 VR看装修 随时看房 
永泰园南向一居室，2013年精装修满五年唯一,永泰园,清河,1室1厅 ,44.54, 南 , 其他 ,7, 1999年 , 板楼,1,1,3080000.0,"69,152元/平",近地铁 VR房源 房本满五年 
621小区 五星社区 南北正规两居室 满五唯一,621小区,清河,2室1厅 ,41.5, 南 北 , 其他 ,5, 1991年 , 板楼,6, 1个月以前发布,3990000.0,"96,145元/平",近地铁 VR房源 房本满五年 随时看房 
清河新城府学上院 满五唯一 精装修,强佑清河新城府学上院,清河,3室2厅 ,139.35, 东 南 北 , 精装 ,27, 2012年 , 板塔结合,23, 2个月以前发布,10700000.0,"76,786元/平",近地铁 VR看装修 房本满五年 
永泰东里两居，满5唯一，客厅带阳台，业主诚心出售,永泰东里,清河,2室1厅 ,63.0, 南 北 , 简装 ,6, 1999年 , 板楼,5, 2个月以前发布,4800000.0,"76,191元/平",近地铁 VR房源 房本满两年 
世华龙樾一期西区 满五年唯一 南北两居室 低楼层,世华龙樾一期西区,清河,2室1厅 ,75.16, 南 北 , 精装 ,18, 2014年 , 板塔结合,60, 3个月以前发布,6300000.0,"83,822元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五唯一商品房 南北通透格局好 楼层好 中间层,宝盛里,清河,2室1厅 ,70.19, 南 北 , 简装 ,6, 2001年 , 板楼,1,6,5500000.0,"78,359元/平",VR看装修 房本满五年 
阳光南里 2室1厅 南 北,阳光南里,清河,2室1厅 ,74.0, 南 北 , 简装 ,6, 1996年 , 板楼,2,4,5580000.0,"75,406元/平",近地铁 VR看装修 房本满五年 
毛纺厂南小区 2室1厅 西南,毛纺厂南小区,清河,2室1厅 ,55.4, 西南 , 毛坯 ,6, 1981年 , 板塔结合,3,17,3890000.0,"70,217元/平",近地铁 VR房源 随时看房 
宝盛北里西区 精装三居两厅  采光好 有车位,宝盛北里,清河,3室2厅 ,104.13, 南 西 北 , 精装 ,6, 2003年 , 板楼,8,21,7500000.0,"72,026元/平",VR看装修 房本满两年 随时看房 
观景园南向两居室，看房方便，业主诚意出售,观景园,清河,2室1厅 ,101.89, 南 , 简装 ,6, 2011年 , 板楼,3,15,8250000.0,"80,970元/平",VR看装修 房本满两年 随时看房 
总监力荐大三居 满五唯一 低楼层 南北通透 采光好,永泰西里,清河,3室1厅 ,95.03, 南 北 , 简装 ,6, 1998年 , 板楼,12, 1个月以前发布,7280000.0,"76,608元/平",近地铁 VR房源 房本满五年 
高巢电梯一居室，永泰庄地铁附近,高巢,清河,1室0厅 ,34.06, 东 , 简装 ,15, 2005年 , 板塔结合,4,3,2750000.0,"80,740元/平",近地铁 VR看装修 
一层正规三居室南北通透适合家有老人出行方便,621小区,清河,3室1厅 ,72.0, 南 北 , 精装 ,6, 1988年 , 板楼,2,18,5700000.0,"79,167元/平",近地铁 VR房源 房本满五年 
清缘里  双通透  采光好 不临街  钢混住宅 满五唯一,清缘里中区,清河,2室1厅 ,69.96, 东 西 , 精装 ,7, 1999年 , 板楼,6,10,4980000.0,"71,184元/平",近地铁 VR看装修 房本满五年 
强佑清河新城府学上院 1室1厅 东,强佑清河新城府学上院,清河,1室1厅 ,37.54, 东 , 其他 ,18, 2020年 , 板塔结合,4,7,3500000.0,"93,234元/平",近地铁 VR看装修 
清缘东里新上，总监力荐临河观景南北通透，复式两卫,清缘东里,清河,2室1厅 ,71.4, 南 北 , 精装 ,10, 2003年 , 板楼,11,14,6390000.0,"89,496元/平",近地铁 VR房源 房本满五年 
宝盛北里位置好，不临街，全明格局，满五年唯一,宝盛北里,清河,2室1厅 ,101.7, 南 北 , 精装 ,6, 2004年 , 板楼,7, 3个月以前发布,6460000.0,"63,521元/平",VR房源 房本满五年 
【满五唯一】海淀清河 南北通透 正规两居 双阳台,永泰西里,清河,2室1厅 ,74.19, 南 北 , 简装 ,6, 1999年 , 板楼,26, 3个月以前发布,5690000.0,"76,695元/平",近地铁 VR房源 
毛西两居，满五年，2层，小区中间位置，安静,毛纺厂西小区,清河,2室1厅 ,60.9, 南 北 , 毛坯 ,4, 1958年 , 板楼,2,15,4660000.0,"76,519元/平",近地铁 VR房源 房本满五年 
满五年唯一·，精装修四居室中间层视野好,小营干休所,清河,4室1厅 ,100.55, 东 西 北 , 精装 ,18, 2008年 , 塔楼,31, 2个月以前发布,6850000.0,"68,126元/平",近地铁 VR看装修 随时看房 
清河宝盛里芳清园 南北通透三居室 诚心出售随时签约,芳清园,清河,3室2厅 ,132.06, 南 北 , 简装 ,6, 2007年 , 板楼,5,11,10450000.0,"79,131元/平",VR看装修 随时看房 
海淀清河永泰东里，满五年唯一，正规一居，,永泰东里,清河,1室1厅 ,48.78, 西 , 其他 ,6, 1997年 , 板楼,15,14,2850000.0,"58,426元/平",近地铁 VR看装修 房本满五年 随时看房 
强佑清河新城府学上院 1室0厅 东,强佑清河新城府学上院,清河,1室0厅 ,32.16, 东 , 简装 ,24, 2020年 , 板塔结合,6, 3个月以前发布,3250000.0,"101,058元/平",近地铁 VR看装修 随时看房 
清河永泰西里 满五唯一 精装 户型好 客厅朝南带阳台,永泰西里,清河,2室1厅 ,73.21, 南 北 , 其他 ,6, 1998年 , 板楼,5, 2个月以前发布,6300000.0,"86,054元/平",近地铁 VR房源 房本满五年 
浩思家园  有装修  欧式风格  平层好楼层,专家国际花园,清河,3室1厅 ,220.67, 南 北 , 精装 ,5, 2008年 , 板楼,3, 2个月以前发布,22500000.0,"101,963元/平",近地铁 VR看装修 房本满五年 
浩思家园 把边上跃 低密度洋房封闭式管理,专家国际花园,清河,5室2厅 ,288.08, 南 北 , 精装 ,5, 2008年 , 板楼,3,18,25500000.0,"88,518元/平",近地铁 VR房源 房本满五年 
东向电梯落地窗大一居，看房方便,水木天成,清河,2室1厅 ,67.1, 东 , 精装 ,26, 2005年 , 板楼,5,14,5250000.0,"78,242元/平",VR房源 房本满五年 
一层正规三居室南北通透适合家有老人出行方便,621小区,清河,3室1厅 ,72.0, 南 北 , 精装 ,6, 1988年 , 板楼,2,18,5700000.0,"79,167元/平",近地铁 VR房源 房本满五年 
永泰东里 三层 一居 楼层位置好 采光好 诚心出售,永泰东里,清河,1室1厅 ,45.0, 西 , 精装 ,6, 1998年 , 板楼,7,4,3280000.0,"72,889元/平",近地铁 VR房源 房本满五年 
橡树湾四期 2室2厅 东 西,橡树湾四期,清河,2室2厅 ,106.41, 东 西 , 精装 ,18, 2013年 , 板塔结合,0,10,12880000.0,"121,042元/平",VR看装修 
18年的新房，带电梯，适合刚需客户，小户型,强佑清河新城府学上院,清河,1室0厅 ,25.15, 东 , 精装 ,18, 2020年 , 板塔结合,7, 6个月以前发布,2900000.0,"115,309元/平",近地铁 VR看装修 随时看房 
水木天成 1室1厅 南,水木天成,清河,1室1厅 ,69.26, 南 , 精装 ,28, 2006年 , 塔楼,1,7,5600000.0,"80,855元/平",近地铁 VR看装修 房本满五年 随时看房 
世华龙樾一期西区 精装两居室，南北通透,世华龙樾一期西区,清河,2室1厅 ,77.24, 南 北 , 其他 ,17, 2018年 , 板楼,21, 6个月以前发布,7200000.0,"93,216元/平",近地铁 VR看装修 
高新小区品质社区有电梯，五彩城商超400米地铁，精装,橡林郡,清河,1室1厅 ,59.32, 西 , 精装 ,21, 2020年 , 板楼,1,9,6150000.0,"103,675元/平",近地铁 VR房源 房本满两年 
小营东路6号院 正规两居室  满五年唯一,小营东路6号院,清河,2室1厅 ,58.6, 南 北 , 简装 ,6, 1993年 , 板楼,1,8,4800000.0,"81,912元/平",近地铁 VR看装修 房本满五年 随时看房 
怡清园，中间层，满五唯一，精装修，正规一居室，,怡清园,清河,1室1厅 ,55.13, 北 , 精装 ,15, 2003年 , 板塔结合,6,13,4200000.0,"76,184元/平",近地铁 VR房源 房本满五年 
花园楼 南北通透三居  户型方正  无浪费面积,花园楼,清河,3室1厅 ,67.2, 南 北 , 简装 ,6, 1985年 , 板楼,11,17,4650000.0,"69,197元/平",VR房源 房本满五年 
清缘里中区东西通透两居室，欢迎来访,清缘里中区,清河,2室1厅 ,72.17, 东 西 , 精装 ,7, 1998年 , 板楼,8,10,4790000.0,"66,372元/平",VR看装修 房本满两年 
莱圳家园北区，二居精装修，地铁八号线西小口站550米,莱圳家园,清河,2室1厅 ,94.92, 东南 西北 , 精装 ,16, 2009年 , 板楼,30, 3个月以前发布,7350000.0,"77,434元/平",近地铁 VR看装修 随时看房 
南北朝向，诚心出售，满五唯一，光线好,毛纺厂南小区,清河,2室1厅 ,60.1, 南 北 , 精装 ,6, 1994年 , 板楼,1,6,4000000.0,"66,556元/平",近地铁 VR房源 房本满五年 
621小区全南两居室，精装修，诚意售，采光棒，户型优,621小区,清河,2室1厅 ,54.2, 南 北 , 精装 ,6, 1980年 , 板楼,3, 3个月以前发布,4850000.0,"89,484元/平",近地铁 VR看装修 房本满两年 
满五年唯一，电梯房，业主诚心出售，看房提前预约,水木天成,清河,2室1厅 ,88.46, 西北 , 精装 ,28, 2005年 , 塔楼,10, 2个月以前发布,6350000.0,"71,784元/平",近地铁 VR看装修 房本满五年 
强佑清河新城府学上院 3室2厅 南 北,强佑清河新城府学上院,清河,3室2厅 ,139.29, 南 北 , 精装 ,27, 2009年 , 板塔结合,12, 2个月以前发布,11460000.0,"82,275元/平",VR看装修 房本满五年 
橡树湾二期3+1南北通透四居 正对花园 满五年,橡树湾二期,清河,4室2厅 ,166.25, 南 北 , 精装 ,22, 2008年 , 板塔结合,9, 1个月以前发布,21900000.0,"131,730元/平",近地铁 VR看装修 随时看房 
橡树湾二期 3室1厅 东 西,橡树湾二期,清河,3室1厅 ,96.87, 东 西 , 精装 ,12, 2009年 , 板塔结合,3,4,12000000.0,"123,878元/平",近地铁 VR看装修 房本满五年 
橡林郡 2室2厅 南,橡林郡,清河,2室2厅 ,87.8, 南 , 精装 ,18, 2020年 , 板塔结合,2, 2个月以前发布,12800000.0,"145,786元/平",近地铁 VR看装修 房本满两年 
宝盛北里中楼层装修好满五年户型方正,宝盛北里,清河,1室1厅 ,68.16, 南 , 简装 ,6, 2004年 , 板楼,1,13,4950000.0,"72,624元/平",VR房源 房本满五年 
砂轮厂宿舍 2室1厅 南 北,砂轮厂宿舍,清河,2室1厅 ,59.6, 南 北 , 其他 ,7, 1998年 , 板楼,2, 2个月以前发布,4400000.0,"73,826元/平",VR看装修 房本满五年 
世华龙樾一期西区 东西通透一居室 精装修两居室,世华龙樾一期西区,清河,2室1厅 ,54.6, 东 西 , 精装 ,11, 2018年 , 板楼,4,10,5950000.0,"108,975元/平",近地铁 VR看装修 
世华龙樾一期东区 2室1厅 南 北,世华龙樾一期东区,清河,2室1厅 ,87.55, 南 北 , 精装 ,11, 2014年 , 板楼,8, 2个月以前发布,12000000.0,"137,065元/平",近地铁 VR看装修 房本满五年 
永泰园新风景2003年 电梯大一居室 板楼 中楼层 双地铁,永泰园,清河,1室1厅 ,56.53, 南 , 其他 ,10, 2003年 , 板楼,3, 2个月以前发布,5080000.0,"89,864元/平",近地铁 VR看装修 房本满两年 
观景园精装修 满五唯一商品房 诚意出售,观景园,清河,1室1厅 ,64.58, 东 , 精装 ,6, 2011年 , 板楼,1, 3个月以前发布,5300000.0,"82,069元/平",VR看装修 房本满五年 随时看房 
永泰园电梯三居室，交通方便，满五唯一，靠谱出售,永泰园新地标,清河,3室1厅 ,133.23, 南 西 , 其他 ,31, 2002年 , 塔楼,15, 2个月以前发布,8100000.0,"60,798元/平",VR看装修 房本满五年 
怡清园 精装修商品房可正规两室,怡清园,清河,3房间1卫 ,83.95, 东 西 , 精装 ,6, 2003年 , 板楼,6, 一年前发布,3700000.0,"44,074元/平",近地铁 房本满五年 
强佑清河新城府学上院大户型总价合适户型方正,强佑清河新城府学上院,清河,3室1厅 ,152.4, 南 北 , 简装 ,14, 2021年 , 板塔结合,40, 6个月以前发布,9000000.0,"59,056元/平",近地铁 
新上橡树湾四期精装两居诚意出售,橡树湾四期,清河,2室1厅 ,109.22, 西 东 , 精装 ,20, 2013年 , 板楼,0,16,13500000.0,"123,604元/平",房本满两年 
浩思家园 把边上跃 低密度洋房封闭式管理,专家国际花园,清河,5室2厅 ,288.08, 南 北 , 精装 ,5, 2008年 , 板楼,3,18,25500000.0,"88,518元/平",近地铁 VR房源 房本满五年 
浩思家园  有装修  欧式风格  平层好楼层,专家国际花园,清河,3室1厅 ,220.67, 南 北 , 精装 ,5, 2008年 , 板楼,3, 2个月以前发布,22500000.0,"101,963元/平",近地铁 VR看装修 房本满五年 
东向电梯落地窗大一居，看房方便,水木天成,清河,2室1厅 ,67.1, 东 , 精装 ,26, 2005年 , 板楼,5,14,5250000.0,"78,242元/平",VR房源 房本满五年 
毛纺厂南小区 正规三居室 带10平米封闭阳台 全明格局,毛纺厂南小区,清河,3室1厅 ,76.1, 南 北 , 毛坯 ,6, 1987年 , 板楼,4,9,5200000.0,"68,332元/平",近地铁 VR看装修 
怡清园，中间层，满五唯一，精装修，正规一居室，,怡清园,清河,1室1厅 ,55.13, 北 , 精装 ,15, 2003年 , 板塔结合,6,13,4200000.0,"76,184元/平",近地铁 VR房源 房本满五年 
花园楼 南北通透三居  户型方正  无浪费面积,花园楼,清河,3室1厅 ,67.2, 南 北 , 简装 ,6, 1985年 , 板楼,11,17,4650000.0,"69,197元/平",VR房源 房本满五年 
清缘里中区东西通透两居室，欢迎来访,清缘里中区,清河,2室1厅 ,72.17, 东 西 , 精装 ,7, 1998年 , 板楼,8,10,4790000.0,"66,372元/平",VR看装修 房本满两年 
永泰园 3室1厅 南 北,永泰园,清河,3室1厅 ,81.71, 南 北 , 精装 ,5, 1993年 , 板楼,17,16,6200000.0,"75,879元/平",近地铁 VR看装修 房本满五年 
小营东路6号院 正规两居室  满五年唯一,小营东路6号院,清河,2室1厅 ,58.6, 南 北 , 简装 ,6, 1993年 , 板楼,1,8,4800000.0,"81,912元/平",近地铁 VR看装修 房本满五年 随时看房 
世华龙樾一期西区 精装两居室，南北通透,世华龙樾一期西区,清河,2室1厅 ,77.24, 南 北 , 其他 ,17, 2018年 , 板楼,21, 6个月以前发布,7200000.0,"93,216元/平",近地铁 VR看装修 
18年的新房，带电梯，适合刚需客户，小户型,强佑清河新城府学上院,清河,1室0厅 ,25.15, 东 , 精装 ,18, 2020年 , 板塔结合,7, 6个月以前发布,2900000.0,"115,309元/平",近地铁 VR看装修 随时看房 
高新小区品质社区有电梯，五彩城商超400米地铁，精装,橡林郡,清河,1室1厅 ,59.32, 西 , 精装 ,21, 2020年 , 板楼,1,9,6150000.0,"103,675元/平",近地铁 VR房源 房本满两年 
水木天成 1室1厅 南,水木天成,清河,1室1厅 ,69.26, 南 , 精装 ,28, 2006年 , 塔楼,1,7,5600000.0,"80,855元/平",近地铁 VR看装修 房本满五年 随时看房 
橡树湾四期 2室2厅 东 西,橡树湾四期,清河,2室2厅 ,106.41, 东 西 , 精装 ,18, 2013年 , 板塔结合,0,10,12880000.0,"121,042元/平",VR看装修 
毛纺厂南小区 2室1厅 东 西,毛纺厂南小区,清河,2室1厅 ,70.8, 东 西 , 其他 ,6, 1997年 , 板楼,3, 1个月以前发布,4800000.0,"67,797元/平",VR看装修 
永泰东里 三层 一居 楼层位置好 采光好 诚心出售,永泰东里,清河,1室1厅 ,45.0, 西 , 精装 ,6, 1998年 , 板楼,7,4,3280000.0,"72,889元/平",近地铁 VR房源 房本满五年 
橡树湾二期 3室1厅 南 北,橡树湾二期,清河,3室1厅 ,176.24, 南 北 , 精装 ,16, 2009年 , 板塔结合,3,16,24500000.0,"139,015元/平",房本满五年 
世华龙樾一期西区 高楼层 视野开阔 全南向一居室 靠谱,世华龙樾一期西区,清河,1室1厅 ,57.25, 南 , 简装 ,15, 2018年 , 板楼,2,9,5050000.0,"88,210元/平",近地铁 
强佑清河新城府学上院东南向正规两居室,强佑清河新城府学上院,清河,2室1厅 ,62.8, 东 南 , 简装 ,14, 2021年 , 板塔结合,14, 1个月以前发布,4360000.0,"69,427元/平",近地铁 
世华龙樾一期西区 中间层 全南向 精装修 诚意出售,世华龙樾一期西区,清河,2室1厅 ,76.62, 南 , 简装 ,11, 2018年 , 板塔结合,2,9,7050000.0,"92,013元/平",
621小区 2室1厅 南 北,621小区,清河,2室1厅 ,54.6, 南 北 , 其他 ,6, 1980年 , 板楼,0,6,4950000.0,"90,660元/平",近地铁 房本满两年 
永泰园 1室1厅 南,永泰园,清河,1室1厅 ,61.4, 南 , 简装 ,6, 1996年 , 板楼,0,19,4580000.0,"74,593元/平",近地铁 房本满五年 
花园楼 3室1厅 西南,花园楼,清河,3室1厅 ,65.7, 西南 , 简装 ,6, 1980年 , 板楼,8,11,4170000.0,"63,471元/平",房本满五年 
橡树湾三期 3室2厅 西,橡树湾三期,清河,3室2厅 ,87.18, 西 , 其他 ,16, 2011年 , 板塔结合,0,8,13200000.0,"151,411元/平",近地铁 房本满五年 
世华龙樾一期西区 南向一居室 小区人车分流 业主诚售,世华龙樾一期西区,清河,1室1厅 ,56.69, 南 , 精装 ,17, 2018年 , 板楼,1,9,5050000.0,"89,081元/平",近地铁 
落地窗 南北两居  满五唯一 双卫 可预约看房,力度家园,清河,2室2厅 ,110.25, 南 北 , 精装 ,21, 2004年 , 板塔结合,11,9,7800000.0,"70,749元/平",房本满五年 
清河福美苑 全明格局三居室 高楼层 商品房满五唯一,福美苑,清河,3室1厅 ,90.45, 南 西 北 , 简装 ,16, 2012年 , 板楼,14,17,6300000.0,"69,652元/平",近地铁 房本满两年 
高楼层一居 满五唯一 位置安静 配套齐全,力度家园,清河,1室1厅 ,67.89, 西 , 简装 ,15, 2004年 , 板塔结合,2,9,4800000.0,"70,703元/平",近地铁 房本满五年 
海淀区 观林园 明卫三居室 中间层电梯直达,观林园,清河,3室1厅 ,143.82, 东 南 北 , 精装 ,9, 2008年 , 板楼,2, 1个月以前发布,13500000.0,"93,868元/平",房本满五年 
观景园 2室1厅 东 西,观景园,清河,2室1厅 ,93.79, 东 西 , 简装 ,6, 2011年 , 板楼,1,7,7500000.0,"79,966元/平",房本满两年 
