麓景嘉园北里 2室1厅 东 西,麓景嘉园北里,海淀其它,2室1厅 ,84.71, 东 西 , 精装 ,6, 2015年 , 板楼,32, 4个月以前发布,3000000.0,"35,415元/平",VR看装修 房本满五年 随时看房 
恩济庄缘，复式，南北通透，电梯直达,恩济庄缘,定慧寺,3室2厅 ,243.42, 南 北 , 简装 ,12, 1998年 , 板楼,28, 11个月以前发布,13990000.0,"57,473元/平",VR房源 房本满五年 
远洋风景 满五年唯一 南北通透 看房方便 户型方正,远洋风景,小西天,4室2厅 ,194.48, 南 北 , 精装 ,13, 2002年 , 板楼,114, 一年前发布,26000000.0,"133,690元/平",VR看装修 房本满五年 
盛今佳园 3室1厅 南 北,盛今佳园,六里桥,3室1厅 ,93.08, 南 北 , 其他 ,26, 2006年 , 板塔结合,13, 7个月以前发布,11500000.0,"123,550元/平",近地铁 VR房源 房本满五年 
五年唯一板楼三居室餐客厅分离小区中间位置车位单位。,远大园一区,世纪城,3室2厅 ,164.79, 南 北 , 简装 ,11, 2001年 , 板楼,18, 4个月以前发布,18900000.0,"114,692元/平",VR房源 房本满五年 
清河花园新区 临河观景 业主诚意出售,花园新区,清河,2室2厅 ,121.89, 东 南 , 简装 ,19, 2010年 , 塔楼,109, 一年前发布,6500000.0,"53,327元/平",VR看装修 房本满两年 
美丽西园带电梯小复式精装修采光好视野好无遮挡,美丽西园,四季青,4室2厅 ,115.32, 西南 , 精装 ,9, 1999年 , 板塔结合,38, 4个月以前发布,10990000.0,"95,301元/平",近地铁 VR房源 房本满五年 
汤泉逸墅一期 南北通透大两居 地下多功能间,汤泉逸墅,四季青,2室2厅 ,132.27, 南 北 , 精装 ,7, 2005年 , 板楼,129, 6个月以前发布,15800000.0,"119,453元/平",近地铁 VR房源 房本满两年 
龙湖唐宁one 4室3厅 西 北 南,龙湖唐宁one,五道口,4室3厅 ,387.73, 西 北 南 , 精装 ,31, 2011年 , 板楼,16, 8个月以前发布,49990000.0,"128,930元/平",近地铁 VR房源 房本满五年 
北二环 西直门 西晴公寓电梯房南北通透5居室大平层,西晴公寓,小西天,5室2厅 ,216.8, 南 北 , 简装 ,21, 1998年 , 板塔结合,11, 一年前发布,25000000.0,"115,314元/平",近地铁 VR房源 房本满五年 
富力桃园C区 南北三居 中高层采光好位置安静,富力桃园C区,西三旗,3室2厅 ,153.77, 南 北 , 精装 ,18, 2009年 , 板塔结合,36, 6个月以前发布,12300000.0,"79,990元/平",VR看装修 房本满五年 
上地厢白旗甲2号院四居，单位分房，看房方便，户型少,厢白旗甲2号院,五道口,4室2厅 ,103.14, 南 北 , 简装 ,6, 2000年 , 板楼,12, 一年前发布,13980000.0,"135,544元/平",VR房源 房本满五年 
圆明园褐石小区，下跃户型，独门入户。,褐石,五道口,5室2厅 ,251.92, 南 北 , 精装 ,5, 2009年 , 板楼,54, 一年前发布,36000000.0,"142,903元/平",VR看装修 房本满五年 
下叠的价格！别错过 联排墅区 新中式 满5唯1 中间位置,燕西台,西山,4室2厅 ,323.33, 南 北 , 精装 ,3, 2007年 , 板楼,157, 11个月以前发布,26500000.0,"81,960元/平",VR房源 房本满五年 
首套贷款609万 小区中间位置三居 中间楼层,冠城大通百旺府,海淀北部新区,3室1厅 ,133.88, 南 北 , 简装 ,9, 2016年 , 板楼,18, 5个月以前发布,11300000.0,"84,404元/平",VR看装修 房本满五年 随时看房 
东里中间位置电梯房、边户复式，安静、敞亮视野开阔,上地东里,上地,5室3厅 ,211.86, 南 北 , 精装 ,5, 2002年 , 板楼,14, 9个月以前发布,24600000.0,"116,115元/平",近地铁 VR房源 房本满五年 
浩思家园 下跃户型 带下沉花园 满五唯一 精装修,专家国际花园,清河,3室3厅 ,193.0, 南 北 , 精装 ,5, 2008年 , 板楼,42, 一年前发布,28000000.0,"145,078元/平",近地铁 VR房源 房本满五年 
海淀 清河 观景园 板楼电梯次顶层 视野开阔,观景园,清河,3室2厅 ,141.8, 南 北 , 简装 ,6, 2011年 , 板楼,39, 一年前发布,13200000.0,"93,089元/平",VR看装修 房本满两年 
海淀清河永泰西里 正规3居 满五唯一 双卧朝南 户型好,永泰西里,清河,3室1厅 ,91.28, 东 北 南 , 简装 ,6, 1998年 , 板楼,10, 6个月以前发布,7450000.0,"81,618元/平",近地铁 VR看装修 房本满五年 
中关村南大街甲6号  四通桥 铸诚大厦,铸诚大厦,皂君庙,3室1厅 ,171.21, 南 北 , 简装 ,19, 2005年 , 板塔结合,3, 6个月以前发布,12000000.0,"70,090元/平",VR房源 房本满五年 
二里庄小区   全南向   复式   有电梯,二里庄小区,二里庄,4室2厅 ,164.32, 南 , 简装 ,18, 1990年 , 塔楼,3, 4个月以前发布,13400000.0,"81,549元/平",近地铁 VR房源 房本满五年 
西山华府禧园 高楼层 眼睛户型四居 南北通透,西山华府禧园,马连洼,4室2厅 ,219.25, 南 北 , 其他 ,8, 2008年 , 板楼,9, 5个月以前发布,25000000.0,"114,026元/平",近地铁 VR房源 房本满两年 
冠城大通百旺府4层落地窗，带拐角大飘窗,冠城大通百旺府,海淀北部新区,3室1厅 ,151.63, 南 北 , 简装 ,6, 2015年 , 板楼,39, 6个月以前发布,12790000.0,"84,351元/平",VR看装修 房本满五年 
今典花园 5号楼 复式 诚心卖 可看,今典花园,小西天,8室3厅 ,391.02, 南 , 简装 ,19, 1999年 , 塔楼,31, 一年前发布,25880000.0,"66,186元/平",VR房源 房本满两年 
怡清园，满五年唯一 上下两层 看房方便,怡清园,清河,3室2厅 ,149.09, 南 北 , 其他 ,6, 2003年 , 板楼,9, 9个月以前发布,8900000.0,"59,696元/平",近地铁 VR房源 房本满五年 
房子满五年唯一，精装修，明厨明卫，南北通透，急售,丹青府,田村,3室2厅 ,138.48, 南 北 , 精装 ,12, 2009年 , 板楼,56, 5个月以前发布,11990000.0,"86,583元/平",近地铁 VR看装修 房本满五年 
正规四居 复式 观河观公园 安静不吵闹,厂洼西街10号院,厂洼,4室3厅 ,161.2, 东南 西北 , 其他 ,6, 2000年 , 板楼,15, 10个月以前发布,13750000.0,"85,298元/平",VR房源 房本满五年 
水清木华园南北通透板楼复式 满五年唯一 使用率高,水清木华园,五道口,5室2厅 ,254.44, 南 北 , 简装 ,9, 1999年 , 板楼,11, 一年前发布,28900000.0,"113,583元/平",VR房源 房本满五年 
萬橡府   视野开阔  诚心出售 采光充足,橡树湾五期,清河,4室2厅 ,239.19, 南 北 , 其他 ,22, 2018年 , 板楼,20, 8个月以前发布,35000000.0,"146,328元/平",VR看装修 房本满两年 
北清路科技住宅、恒温恒湿恒、南北通透、交通便利,首创天阅西山,海淀北部新区,4室2厅 ,211.3, 南 北 , 精装 ,25, 2018年 , 板楼,62, 一年前发布,25990000.0,"123,001元/平",近地铁 VR看装修 房本满五年 
富力桃园C区 南北三居 中高层采光好位置安静,富力桃园C区,西三旗,3室2厅 ,153.77, 南 北 , 精装 ,18, 2009年 , 板塔结合,36, 6个月以前发布,12300000.0,"79,990元/平",VR看装修 房本满五年 
下叠的价格！别错过 联排墅区 新中式 满5唯1 中间位置,燕西台,西山,4室2厅 ,323.33, 南 北 , 精装 ,3, 2007年 , 板楼,157, 11个月以前发布,26500000.0,"81,960元/平",VR房源 房本满五年 
曙光花园望山园 平层大三居 采光视野无遮挡,曙光花园,四季青,3室2厅 ,180.23, 东南 , 简装 ,16, 2001年 , 板塔结合,18, 9个月以前发布,16380000.0,"90,884元/平",近地铁 VR房源 房本满五年 
高楼层，南北观山，采光充足，视野开阔；精装修,如园北区,西北旺,3室3厅 ,224.2, 南 北 , 精装 ,10, 2018年 , 板楼,21, 一年前发布,27600000.0,"123,105元/平",近地铁 VR看装修 房本满两年 随时看房 
新上房源 西山壹号院南区 南北通透三居 精装修自住,西山壹号院南区,西北旺,3室2厅 ,199.19, 南 北 , 精装 ,6, 2011年 , 板楼,24, 6个月以前发布,29200000.0,"146,594元/平",VR看装修 房本满五年 
首创天阅西山 房本满两年 南北四居室 眼睛户型,首创天阅西山,海淀北部新区,4室2厅 ,210.9, 南 北 , 精装 ,25, 2018年 , 板楼,21, 9个月以前发布,21300000.0,"100,996元/平",近地铁 VR房源 房本满两年 
韦伯豪家园 南北通透 四居室 户型方正,韦伯豪家园,魏公村,4室2厅 ,162.12, 南 北 , 精装 ,17, 2001年 , 板楼,17, 6个月以前发布,19500000.0,"120,282元/平",近地铁 VR房源 房本满五年 
郦城二区 树楼3居 南北通透 3个阳台 三面采光,郦城二区,四季青,3室2厅 ,130.35, 南 西 北 , 简装 ,11, 2004年 , 板楼,78, 6个月以前发布,14980000.0,"114,922元/平",VR看装修 房本满五年 
海淀区，西北二环外，紫御府，2008年商品房，精装修。,紫御府,白石桥,4室2厅 ,441.55, 南 北 , 精装 ,11, 2009年 , 板楼,672, 一年前发布,45000000.0,"101,914元/平",近地铁 VR房源 房本满五年 
厂洼西街10号院新上复式，高层观景，无遮挡，采光好,厂洼西街10号院,厂洼,4室2厅 ,160.7, 南 北 , 毛坯 ,6, 1998年 , 板楼,23, 一年前发布,13000000.0,"80,897元/平",VR房源 房本满两年 
四季香山 四居室 位置好 有车位 近海外 凯文,四季香山,西山,4室2厅 ,185.48, 南 西 北 , 精装 ,4, 2004年 , 板楼,13, 5个月以前发布,20880000.0,"112,573元/平",VR房源 房本满五年 
橡树湾二期 复式4居室 分区明确 视野开阔 采光充足,橡树湾二期,清河,4室1厅 ,90.1, 东南 , 精装 ,11, 2009年 , 板塔结合,17, 4个月以前发布,13900000.0,"154,274元/平",近地铁 VR房源 房本满五年 
挑高大客厅 婚房装修，拎包入住  满五年唯一 诚意卖,怡美家园,上地,4室1厅 ,152.0, 南 北 , 精装 ,6, 2001年 , 板楼,42, 5个月以前发布,9960000.0,"65,527元/平",近地铁 VR房源 房本满五年 
世华龙樾四期宽景四居  新装修  拎包入住,世华龙樾四期,清河,4室3厅 ,331.18, 东 南 北 , 精装 ,6, 2019年 , 板楼,36, 7个月以前发布,45000000.0,"135,878元/平",近地铁 VR看装修 房本满两年 
南北通透两代居 三室两客厅两厨两卫三世同堂,育新花园,西三旗,3室2厅 ,117.1, 东 南 北 , 简装 ,6, 1995年 , 板楼,31, 5个月以前发布,9100000.0,"77,712元/平",VR看装修 房本满两年 
海淀产权，建于2016年，高品质的小区，人车分流，叠拼,金隅翡丽蓝爵堡,西三旗,4室2厅 ,243.03, 南 北 , 精装 ,6, 2016年 , 板楼,7, 5个月以前发布,22400000.0,"92,170元/平",VR房源 房本满五年 
吴家村路10号院优质推广 房源,吴家村路10号院,六里桥,3室1厅 ,87.6, 南 北 , 精装 ,6, 1995年 , 板楼,65, 一年前发布,5100000.0,"58,220元/平",VR房源 房本满五年 
高品质商品房+7层+两梯两户+视野开阔+不临街+价格可谈,恒盛欧洲公馆,玉泉路,3室2厅 ,177.54, 南 北 , 精装 ,12, 2010年 , 板楼,29, 7个月以前发布,19800000.0,"111,525元/平",VR看装修 房本满五年 
清缘里中区经典三居室，欢迎来访,清缘里中区,清河,3室2厅 ,112.91, 南 北 , 简装 ,10, 1999年 , 板楼,147, 一年前发布,7500000.0,"66,425元/平",近地铁 VR房源 房本满五年 
雪梨澳乡D区独栋别墅四面花园地上两层,雪梨澳乡D区,西三旗,6室5厅 ,519.8, 南 北 , 简装 ,2, 2004年 , 暂无数据,57, 一年前发布,42800000.0,"82,340元/平",VR房源 房本满五年 
国兴家园 正南向 中间层 无遮挡 视野开阔 随时看房,国兴家园,甘家口,3室2厅 ,161.47, 南 , 精装 ,24, 2000年 , 塔楼,12, 4个月以前发布,19800000.0,"122,624元/平",近地铁 VR房源 房本满五年 
上林溪 双卧朝南，南北通透，全明格局，采光视野好,上林溪,安宁庄,3室2厅 ,114.53, 南 北 , 精装 ,11, 2016年 , 板楼,72, 4个月以前发布,13450000.0,"117,437元/平",近地铁 VR看装修 房本满五年 
天秀花园澄秀园业主诚意出售看房子提前联系,天秀花园澄秀园,马连洼,3室1厅 ,88.98, 南 北 , 简装 ,6, 2007年 , 板楼,28, 5个月以前发布,8200000.0,"92,156元/平",VR房源 房本满两年 
上地西里 3室2厅 南 北,上地西里,上地,3室2厅 ,146.1, 南 北 , 精装 ,7, 1997年 , 板楼,33, 8个月以前发布,14500000.0,"99,248元/平",VR房源 房本满五年 
西直门地铁金融街圈内远洋风景院内不临街高层满五唯一,远洋风景,小西天,3室2厅 ,148.67, 南 北 , 精装 ,14, 2002年 , 板楼,19, 3个月以前发布,23300000.0,"156,723元/平",VR看装修 房本满五年 
西钓鱼台嘉园大复式，利用率高，诚心出售,西钓鱼台嘉园,定慧寺,3室3厅 ,252.97, 西南 东北 , 精装 ,26, 2006年 , 板塔结合,18, 9个月以前发布,29000000.0,"114,639元/平",VR房源 房本满五年 
户型方正，正规三居，明厨明卫，中间楼层,柳林馆,公主坟,3室1厅 ,82.5, 南 北 , 简装 ,6, 1983年 , 板楼,57, 8个月以前发布,10200000.0,"123,637元/平",近地铁 VR看装修 房本满五年 
锋尚国际 东南北三面采光 视野好 可四居,锋尚国际,万柳,4室2厅 ,154.06, 东 南 北 , 精装 ,18, 2002年 , 塔楼,7, 11个月以前发布,23000000.0,"149,293元/平",近地铁 VR房源 房本满五年 
房子，采光效果很好，本小区五层板楼小洋房,上地东里,上地,4室4厅 ,212.28, 南 北 , 简装 ,5, 2002年 , 板楼,110, 一年前发布,21000000.0,"98,926元/平",近地铁 VR房源 房本满五年 
富力桃园B区 4室1厅 南 北,富力桃园B区,西三旗,4室1厅 ,162.61, 南 北 , 其他 ,11, 2007年 , 板楼,9, 3个月以前发布,12500000.0,"76,872元/平",VR房源 房本满两年 
萬橡府中高层 三居室 位置佳  北观水系 满五唯一 急售,橡树湾五期,清河,3室2厅 ,144.37, 南 北 , 精装 ,16, 2016年 , 板楼,22, 7个月以前发布,23700000.0,"164,162元/平",VR看装修 房本满五年 随时看房 
海淀西三环 改善商品房社区 南北通透  适合多代人,颐源居小区,公主坟,4室2厅 ,256.12, 南 北 , 精装 ,16, 2003年 , 板楼,19, 5个月以前发布,32000000.0,"124,942元/平",VR房源 房本满五年 
西钓鱼台嘉园 三面采光 户型合理 园区花园位置,西钓鱼台嘉园,定慧寺,4室2厅 ,209.57, 南 , 精装 ,18, 2007年 , 板塔结合,46, 一年前发布,26000000.0,"124,064元/平",VR看装修 房本满五年 
西钓鱼台嘉园 三面采光 户型合理 园区花园位置,西钓鱼台嘉园,定慧寺,4室2厅 ,209.57, 南 , 精装 ,18, 2007年 , 板塔结合,46, 一年前发布,26000000.0,"124,064元/平",VR看装修 房本满五年 
海淀西三环 改善商品房社区 南北通透  适合多代人,颐源居小区,公主坟,4室2厅 ,256.12, 南 北 , 精装 ,16, 2003年 , 板楼,19, 5个月以前发布,32000000.0,"124,942元/平",VR房源 房本满五年 
国兴家园 正南向 中间层 无遮挡 视野开阔 随时看房,国兴家园,甘家口,3室2厅 ,161.47, 南 , 精装 ,24, 2000年 , 塔楼,12, 4个月以前发布,19800000.0,"122,624元/平",近地铁 VR房源 房本满五年 
当代【好房推荐】复式三居 1-2层 厅高四米,当代城市家园,上地,3室2厅 ,170.84, 南 北 , 精装 ,5, 2003年 , 板楼,17, 一年前发布,17500000.0,"102,436元/平",近地铁 VR房源 房本满五年 
领秀新硅谷1号院 电梯洋房三居 中间位置 满五年唯一,领秀新硅谷1号院,西二旗,3室1厅 ,144.02, 南 北 , 简装 ,5, 2010年 , 板楼,36, 6个月以前发布,15800000.0,"109,707元/平",近地铁 VR看装修 房本满五年 
清缘里中区南北通透两居室，满五年唯一，靠谱签约。,清缘里中区,清河,3室1厅 ,76.44, 南 北 , 精装 ,10, 1998年 , 板楼,20, 7个月以前发布,5690000.0,"74,438元/平",VR看装修 房本满五年 
美林花园 5室1厅 西,美林花园,紫竹桥,5室1厅 ,235.42, 西 , 其他 ,25, 2000年 , 塔楼,6, 一年前发布,23500000.0,"99,822元/平",VR房源 房本满两年 
世纪新景园满五年04年商品房采光充足视野开阔人车分流,世纪新景,紫竹桥,3室3厅 ,223.79, 南 , 精装 ,15, 2004年 , 板楼,19, 5个月以前发布,19900000.0,"88,923元/平",VR房源 房本满五年 
上林溪 双卧朝南，南北通透，全明格局，采光视野好,上林溪,安宁庄,3室2厅 ,114.53, 南 北 , 精装 ,11, 2016年 , 板楼,72, 4个月以前发布,13450000.0,"117,437元/平",近地铁 VR看装修 房本满五年 
天秀花园澄秀园业主诚意出售看房子提前联系,天秀花园澄秀园,马连洼,3室1厅 ,88.98, 南 北 , 简装 ,6, 2007年 , 板楼,28, 5个月以前发布,8200000.0,"92,156元/平",VR房源 房本满两年 
西钓鱼台嘉园大复式，利用率高，诚心出售,西钓鱼台嘉园,定慧寺,3室3厅 ,252.97, 西南 东北 , 精装 ,26, 2006年 , 板塔结合,18, 9个月以前发布,29000000.0,"114,639元/平",VR房源 房本满五年 
紫金长河 户型方正 南北四居室 给换房周期 随时签约,大河庄苑,苏州桥,4室2厅 ,207.33, 南 北 , 简装 ,11, 2004年 , 板楼,15, 9个月以前发布,28680000.0,"138,331元/平",VR房源 房本满五年 
清缘里中区经典三居室，欢迎来访,清缘里中区,清河,3室2厅 ,112.91, 南 北 , 简装 ,10, 1999年 , 板楼,147, 一年前发布,7500000.0,"66,425元/平",近地铁 VR房源 房本满五年 
上地西里 3室2厅 南 北,上地西里,上地,3室2厅 ,146.1, 南 北 , 精装 ,7, 1997年 , 板楼,33, 8个月以前发布,14500000.0,"99,248元/平",VR房源 房本满五年 
首创天阅西山 精装修平层四居室 朝中庭观景效果好,首创天阅西山,海淀北部新区,4室2厅 ,213.0, 南 北 , 精装 ,25, 2018年 , 板楼,40, 一年前发布,23500000.0,"110,329元/平",近地铁 VR看装修 房本满两年 
双地铁 电科院 满五年的商品房，正规三居室南北通透，,小营东路6号院,清河,3室1厅 ,114.31, 南 北 , 精装 ,6, 2000年 , 板楼,22, 2个月以前发布,7290000.0,"63,774元/平",近地铁 VR看装修 房本满五年 
领秀新硅谷1号院  宽景大宅 高层观景 好位置,领秀新硅谷1号院,西二旗,3室2厅 ,225.44, 南 北 , 精装 ,15, 2011年 , 板楼,26, 11个月以前发布,19800000.0,"87,829元/平",近地铁 VR看装修 房本满五年 
建在活水湾，西三环、空中别墅，玉渊潭在畔、西山拱卫,西钓鱼台嘉园,定慧寺,9室3厅 ,788.04, 东 南 北 , 精装 ,22, 2006年 , 板塔结合,44, 4个月以前发布,88000000.0,"111,670元/平",近地铁 VR房源 房本满五年 
