东城区二环内 天坛北门 桥湾地铁站 金鱼池西区南北2居,金鱼池西区,天坛,2室1厅 ,61.85, 南 北 , 精装 ,5, 2002年 , 板楼,56, 3个月以前发布,6050000.0,"97,818元/平",近地铁 VR房源 房本满五年 随时看房 
景泰西里西区高层带电梯两居室 ，不临街采光好视野佳,景泰西里西区,永定门,2室1厅 ,79.09, 西 , 精装 ,11, 2005年 , 板塔结合,14, 3个月以前发布,6200000.0,"78,392元/平",VR看装修 房本满两年 
广渠门 领行国际 南北两居室 无户口,领行国际,广渠门,2室1厅 ,123.36, 南 北 , 精装 ,21, 2005年 , 板塔结合,8, 4个月以前发布,10480000.0,"84,955元/平",近地铁 VR房源 房本满两年 
2004年板楼，精装修，三层，商品房，不临街，采光好,绿景馨园,广渠门,2室1厅 ,70.64, 南 北 , 精装 ,6, 2004年 , 板楼,58, 4个月以前发布,7200000.0,"101,926元/平",近地铁 VR看装修 
俊景苑二期，高层，南北通透，采光充足，视野好,禾风相府,金宝街,3室1厅 ,141.05, 南 北 , 其他 ,14, 2004年 , 板塔结合,41, 一年前发布,25380000.0,"179,937元/平",近地铁 VR看装修 
元嘉国际公寓，纯南向 ，阳光充足，近地铁2号线,元嘉国际公寓,东直门,1室1厅 ,53.39, 南 , 精装 ,10, 2003年 , 塔楼,8, 5个月以前发布,5250000.0,"98,334元/平",VR看装修 房本满五年 随时看房 
冠城名敦道A区，地铁7号线 龙体对应光明 两居室商品房,冠城名敦道A区,广渠门,1室1厅 ,76.63, 西 , 简装 ,23, 2011年 , 板塔结合,3, 6个月以前发布,5390000.0,"70,338元/平",VR房源 房本满两年 
法华南里带电梯，南北通透三居室，楼层好，采光充足,法华南里,崇文门,3室2厅 ,166.07, 南 北 , 精装 ,6, 1996年 , 板楼,30, 9个月以前发布,15500000.0,"93,335元/平",VR看装修 
金舆东华东向精装两居拎包入住次新房,金舆东华,建国门内,2室1厅 ,244.32, 东 , 精装 ,20, 2008年 , 塔楼,26, 9个月以前发布,38900000.0,"159,218元/平",VR看装修 
东城区 望陶园两居 无遮挡视野好,望陶园小区,永定门,2室1厅 ,89.66, 西南 , 简装 ,18, 2001年 , 塔楼,21, 4个月以前发布,6800000.0,"75,843元/平",VR看装修 房本满五年 
东城区 永定门旁97年板楼 南北向两居,管村26号院,永定门,2室1厅 ,69.03, 南 北 , 简装 ,6, 1997年 , 板楼,20, 4个月以前发布,5250000.0,"76,054元/平",VR房源 房本满五年 
东城区交易热点楼盘，业主诚意出售，价可谈,定安里,永定门,2室1厅 ,54.99, 东 , 简装 ,6, 1982年 , 板楼,9, 6个月以前发布,4290000.0,"78,015元/平",近地铁 VR房源 房本满五年 
崇文门东大街精装修全南2居中楼层,崇文门东大街,崇文门,2室2厅 ,55.1, 南 , 精装 ,14, 1980年 , 板楼,119, 4个月以前发布,5760000.0,"104,538元/平",近地铁 VR看装修 房本满五年 
新上光明楼低层两居室 满五唯一 不临街无遮挡看房方便,光明楼,广渠门,2室1厅 ,50.52, 南 北 , 简装 ,4, 1960年 , 板楼,8, 4个月以前发布,5650000.0,"111,837元/平",VR看装修 房本满五年 
崇文门西花市国瑞城中区一居室出售,国瑞城中区,崇文门,1室1厅 ,51.74, 西 , 精装 ,16, 2006年 , 板塔结合,31, 6个月以前发布,5300000.0,"102,436元/平",近地铁 VR房源 房本满五年 随时看房 
东城区 永定门 楼龄新 大两居室，小区环境好,永铁苑,陶然亭,2室1厅 ,90.01, 南 西 , 精装 ,22, 2000年 , 塔楼,36, 一年前发布,7450000.0,"82,769元/平",VR房源 房本满五年 
东直门使馆新城 高层观景三居室 采光视野好 满五唯一,海晟名苑南区,工体,3室2厅 ,141.95, 东 西 , 精装 ,18, 2003年 , 板塔结合,13, 5个月以前发布,19000000.0,"133,850元/平",近地铁 VR房源 房本满五年 
东环居苑 2室1厅 南,东环居苑,广渠门,2室1厅 ,84.22, 南 , 精装 ,18, 2004年 , 塔楼,52, 9个月以前发布,8020000.0,"95,227元/平",VR看装修 房本满五年 随时看房 
东城区和平里三区满5年唯一住房，诚心出售。,和平里三区,和平里,1室1厅 ,45.49, 东 , 精装 ,6, 1996年 , 板楼,4, 5个月以前发布,5520000.0,"121,346元/平",近地铁 VR房源 房本满五年 
满五唯一商品房 楼龄2015年 无遮挡 采光棒 近地铁,百荣嘉园,永定门,2室1厅 ,65.84, 西南 , 简装 ,21, 2016年 , 板塔结合,42, 6个月以前发布,4950000.0,"75,183元/平",VR看装修 房本满五年 
东城区阳光都市 精装修一居室，高楼层，全明格局,阳光都市,工体,1室1厅 ,65.67, 北 , 简装 ,25, 2000年 , 塔楼,5, 5个月以前发布,7800000.0,"118,776元/平",近地铁 VR看装修 房本满五年 随时看房 
本家润园C区楼层好，视野开阔，楼下就是地铁，楼龄新,本家润园C区,东花市,1室1厅 ,46.79, 北 , 其他 ,18, 2005年 , 板塔结合,12, 一年前发布,5500000.0,"117,547元/平",VR看装修 房本满五年 
东城区 杨家园西里 南北通透 景泰商圈,杨家园西里,永定门,2室1厅 ,58.05, 南 北 , 精装 ,6, 1988年 , 板楼,3, 6个月以前发布,5300000.0,"91,301元/平",近地铁 VR看装修 房本满五年 
安乐林二条 精装修 南北通透 2居,安乐林二条,永定门,2室1厅 ,57.96, 南 北 , 精装 ,6, 1987年 , 板楼,16, 5个月以前发布,3880000.0,"66,943元/平",近地铁 VR看装修 房本满两年 
东城区，东直门，万国城，恒温恒湿，科技住宅,万国城MOMA,东直门,3室2厅 ,240.31, 东 南 , 精装 ,24, 2007年 , 塔楼,35, 一年前发布,31000000.0,"129,001元/平",近地铁 VR看装修 房本满五年 
正规三居室 户型方正 低楼层 航天部家属楼 华润物业,柏林寺西,和平里,3室1厅 ,71.23, 东 南 西 北 , 简装 ,16, 1994年 , 塔楼,37, 6个月以前发布,8400000.0,"117,928元/平",近地铁 VR房源 房本满两年 
龙北红楼，满五年一套  两居室中间层不临街,龙潭北里,左安门,2室1厅 ,62.62, 南 北 , 精装 ,5, 1964年 , 板楼,23, 4个月以前发布,5660000.0,"90,387元/平",VR看装修 房本满五年 
化工大院 3室1厅 东 西,化工大院,和平里,3室1厅 ,58.22, 东 西 , 简装 ,5, 1988年 , 板楼,14, 5个月以前发布,6050000.0,"103,917元/平",近地铁 VR房源 房本满两年 
民安小区东直门北中街 东西高层三居 采光好 业主诚售,民安小区东直门北中街,东直门,3室1厅 ,67.17, 东 南 西 , 精装 ,6, 1988年 , 板楼,22, 5个月以前发布,6700000.0,"99,747元/平",VR房源 房本满五年 
总监推荐 京城仁合商品房 1梯3户 户型方正 满五年唯一,京城仁合,广渠门,1室1厅 ,75.35, 东 , 精装 ,11, 2004年 , 板楼,22, 5个月以前发布,6970000.0,"92,502元/平",VR看装修 房本满五年 
安交、鼓楼东大街、精装修、位置好,鼓楼东大街,地安门,2室1厅 ,56.21, 东 西 , 精装 ,6, 1988年 , 板楼,6, 10个月以前发布,7980000.0,"141,968元/平",VR看装修 房本满两年 
西革新里110号院 东西通透 带装修 业主诚售,西革新里110号院,永定门,1室1厅 ,48.21, 东 西 , 简装 ,6, 1993年 , 板楼,37, 一年前发布,4050000.0,"84,008元/平",近地铁 VR房源 房本满两年 
景泰西里西区 1室1厅 南,景泰西里西区,永定门,1室1厅 ,60.72, 南 , 简装 ,8, 2005年 , 板塔结合,14, 11个月以前发布,5200000.0,"85,639元/平",VR看装修 房本满五年 
东城 景泰西里西区 南向 满五唯一 有固定车位 有电梯,景泰西里西区,永定门,1室1厅 ,60.29, 南 , 其他 ,10, 2005年 , 板塔结合,21, 一年前发布,5290000.0,"87,743元/平",近地铁 VR房源 房本满五年 
本家润园正规一居   朝东向没有遮挡  楼下地铁,本家润园C区,东花市,1室1厅 ,53.24, 东 , 其他 ,18, 2005年 , 板塔结合,91, 一年前发布,6000000.0,"112,698元/平",近地铁 VR看装修 房本满五年 
安交区域 中间层南北两居室   满五唯一可贷款,永康胡同18号院,安定门,2室1厅 ,56.02, 南 北 , 简装 ,6, 1984年 , 板楼,10, 11个月以前发布,9350000.0,"166,905元/平",VR看装修 房本满五年 
安德里北街25号院 1室1厅 西,安德里北街25号院,安定门,1室1厅 ,41.29, 西 , 简装 ,17, 1990年 , 塔楼,9, 8个月以前发布,5650000.0,"136,838元/平",近地铁 VR看装修 房本满五年 
南二环 临天坛公园 东城区商品房 无遮挡 双轨地铁,城市亮点,永定门,1室1厅 ,47.18, 北 , 精装 ,12, 2003年 , 板塔结合,2, 11个月以前发布,5200000.0,"110,217元/平",近地铁 VR看装修 房本满五年 
东城区花园洋房满五年唯一电梯直达,新奥洋房,永定门,1室0厅 ,44.7, 西 , 精装 ,11, 2006年 , 板塔结合,10, 7个月以前发布,4580000.0,"102,461元/平",近地铁 VR看装修 房本满五年 
豆瓣小区 两居室 全明格局  满5年 唯一 1梯4户,豆瓣胡同,朝阳门内,2室1厅 ,71.7, 东 西 , 简装 ,11, 2003年 , 板塔结合,9, 6个月以前发布,9200000.0,"128,313元/平",近地铁 VR房源 房本满五年 
东城区2004年商品房 地铁广渠门外站600米 满五唯一,东环居苑,广渠门,2室1厅 ,63.6, 南 西 , 精装 ,22, 2004年 , 塔楼,13, 6个月以前发布,6740000.0,"105,975元/平",VR看装修 房本满五年 
东环居苑 新上南向一居室 业主诚心出售随时签约,东环居苑,广渠门,1室1厅 ,52.93, 南 , 简装 ,22, 2004年 , 塔楼,35, 一年前发布,5590000.0,"105,612元/平",VR看装修 房本满两年 
东城2009年 满五唯一商品房  精装修 无遮挡,广渠家园,广渠门,1室1厅 ,51.12, 西 , 精装 ,29, 2009年 , 板塔结合,12, 5个月以前发布,5399000.0,"105,615元/平",近地铁 VR看装修 房本满五年 
70年商品房住宅 文汇 朝西 一居  东花市 广渠门,金桥国际,广渠门,1室1厅 ,63.79, 西 , 精装 ,27, 2004年 , 板塔结合,7, 5个月以前发布,5380000.0,"84,340元/平",VR看装修 房本满五年 
新景家园东区 商品房 满五唯一 户型方正 对小区花园,新景家园东区,崇文门,1室1厅 ,58.43, 西 , 简装 ,16, 2004年 , 板楼,22, 5个月以前发布,6320000.0,"108,164元/平",VR看装修 房本满五年 
"电梯直达采光视野好, 户型方正，格局合理",东四十条甲100号院,东四,3室1厅 ,76.74, 西 , 精装 ,16, 1990年 , 塔楼,9, 1个月以前发布,7800000.0,"101,642元/平",近地铁 VR看装修 
2009年全明格局满五唯一 采光视野好 交通便利人车分流,广渠家园,广渠门,3室1厅 ,74.99, 南 北 , 简装 ,29, 2009年 , 板塔结合,38, 5个月以前发布,6990000.0,"93,213元/平",VR看装修 房本满五年 随时看房 
南向一居室，精装修拎包入住，带独立储藏间和落地阳台,金桥国际,广渠门,1室1厅 ,73.92, 南 , 精装 ,21, 2004年 , 板塔结合,49, 5个月以前发布,5400000.0,"73,052元/平",VR看装修 房本满五年 
龙体区域 中间层 精装修两居 满五年唯一,营房西街,崇文门,2室1厅 ,60.1, 东 西 , 其他 ,6, 1990年 , 板楼,9, 5个月以前发布,5900000.0,"98,170元/平",VR看装修 房本满五年 
东城区 永定门旁97年板楼 南北向两居,管村26号院,永定门,2室1厅 ,69.03, 南 北 , 简装 ,6, 1997年 , 板楼,20, 4个月以前发布,5250000.0,"76,054元/平",VR房源 房本满五年 
2008年商品房楼龄新 视野开阔 地铁近 有车位,北京上舍,广渠门,3室1厅 ,76.21, 西 , 精装 ,12, 2008年 , 塔楼,35, 5个月以前发布,8000000.0,"104,974元/平",VR看装修 房本满两年 
东城 安定门 2001年社区 高层视野好 精装修 满五唯一,中景濠庭,安定门,2室1厅 ,74.21, 北 , 精装 ,22, 2001年 , 板塔结合,34, 5个月以前发布,7650000.0,"103,086元/平",近地铁 VR房源 房本满五年 
南北通透 只有契税  无遮挡视野好 价格可谈,夕照寺中街,广渠门,1室1厅 ,45.66, 南 北 , 简装 ,7, 1991年 , 板楼,2, 6个月以前发布,5150000.0,"112,791元/平",近地铁 VR看装修 房本满两年 
东城区永定门外建予园小区南北通透满五唯一两居室,建予园,永定门,2室1厅 ,87.81, 南 北 , 精装 ,6, 1999年 , 板楼,39, 5个月以前发布,6400000.0,"72,885元/平",近地铁 VR看装修 房本满五年 
商品正规两居室     无遮挡     正对花园   人车分流,远洋德邑,广渠门,2室1厅 ,97.64, 东 , 精装 ,22, 2002年 , 塔楼,20, 一年前发布,8800000.0,"90,127元/平",VR看装修 房本满五年 
安德里北街24号院 青年湖 南北通透3层 满五唯一,安德里北街24号院,安定门,2室1厅 ,61.73, 南 北 , 精装 ,6, 1983年 , 板楼,111, 5个月以前发布,7980000.0,"129,273元/平",近地铁 VR看装修 房本满五年 随时看房 
东城区 永定门外 商品房小区三居出售,望陶园小区,永定门,3室1厅 ,102.83, 东南 北 , 简装 ,18, 2001年 , 塔楼,72, 11个月以前发布,7600000.0,"73,909元/平",VR看装修 房本满五年 
房子南北通透 产权清晰 满五年 可以随时签约,南岗子,崇文门,2室1厅 ,52.99, 南 北 , 简装 ,6, 1978年 , 板楼,8, 一年前发布,6100000.0,"115,117元/平",VR看装修 房本满五年 
东城  03年纯商品房 天天家园 东南三居,天天家园,永定门,3室1厅 ,151.93, 东 南 , 其他 ,11, 2002年 , 塔楼,31, 一年前发布,12100000.0,"79,642元/平",近地铁 VR看装修 
客厅三个卧室都朝南 不临街 一梯三户 满五年唯一,新景家园东区,崇文门,3室1厅 ,92.72, 南 , 简装 ,12, 2004年 , 板楼,50, 6个月以前发布,11990000.0,"129,315元/平",近地铁 VR房源 
东方财富  满五年唯一  精装修  商品房民水民电,东方财富,广渠门,1室1厅 ,44.82, 东 , 精装 ,15, 2006年 , 塔楼,7, 7个月以前发布,5350000.0,"119,367元/平",近地铁 VR看装修 房本满五年 随时看房 
2009年商品房 车位充足 满五唯一 视野无遮挡 交通便利,冠城名敦道A区,广渠门,1室0厅 ,63.01, 西 , 简装 ,23, 2009年 , 塔楼,6, 5个月以前发布,5280000.0,"83,797元/平",VR看装修 房本满五年 
天天家园南北通透满五唯一跃层结构三居室,天天家园,永定门,3室2厅 ,173.33, 南 北 , 精装 ,9, 2003年 , 板楼,18, 6个月以前发布,13500000.0,"77,887元/平",VR房源 
新世界中心满五唯一高层对花园，民水民电有燃气,新世界中心,崇文门,1室0厅 ,51.7, 东 , 其他 ,16, 1995年 , 塔楼,3, 6个月以前发布,4180000.0,"80,852元/平",VR看装修 房本满五年 
海晟名苑南区 南北通透大三居 两梯两户,海晟名苑南区,工体,3室2厅 ,209.97, 南 北 , 简装 ,20, 2003年 , 板楼,9, 4个月以前发布,28800000.0,"137,163元/平",近地铁 VR房源 
盛德紫阙  精装修 新风系统 地暖,盛德紫阙,和平里,1室1厅 ,68.65, 西 , 简装 ,20, 2017年 , 板塔结合,10, 5个月以前发布,6250000.0,"91,042元/平",近地铁 VR房源 房本满两年 随时看房 
长青园-南北三居-居住舒适-满五年,长青园,左安门,3室1厅 ,90.26, 南 北 , 简装 ,6, 1992年 , 板楼,22, 5个月以前发布,8500000.0,"94,173元/平",近地铁 VR房源 房本满两年 
东城区 天天家园 南北通透 板楼三居 诚心出售,天天家园,永定门,3室2厅 ,140.91, 南 西 北 , 精装 ,10, 2003年 , 板楼,33, 4个月以前发布,11500000.0,"81,613元/平",近地铁 VR看装修 
高层，无遮挡，近地坛，近地铁，地库，会所，诚意出售,和平新城一期,和平里,1室1厅 ,63.29, 西 , 精装 ,19, 2003年 , 板塔结合,5, 11个月以前发布,8500000.0,"134,303元/平",近地铁 VR看装修 房本满五年 
豆瓣小区 平层电梯 大一居室 诚意出售 配套齐全,豆瓣胡同,朝阳门内,1室1厅 ,55.73, 东 , 简装 ,21, 2003年 , 板塔结合,22, 一年前发布,7100000.0,"127,400元/平",近地铁 VR看装修 房本满五年 
富贵园一区 1室1厅 东北,富贵园一区,东花市,1室1厅 ,58.14, 东北 , 其他 ,9, 2004年 , 板楼,13, 6个月以前发布,7400000.0,"127,279元/平",VR看装修 房本满五年 
竹杆胡同，南北通透两居室，低楼层，交通便利,竹杆胡同,朝阳门内,2室1厅 ,60.75, 南 北 , 其他 ,6, 2005年 , 板楼,22, 一年前发布,7300000.0,"120,165元/平",近地铁 VR房源 房本满两年 
正规一居室，精装修，视野开阔，无遮挡，景观好,新景家园东区,崇文门,1室1厅 ,58.43, 西 , 精装 ,16, 2004年 , 板楼,8, 5个月以前发布,6590000.0,"112,785元/平",VR看装修 房本满五年 
东城区小黄庄一区中间层南北通透三居室，管理好,小黄庄一区,安贞,3室1厅 ,85.59, 南 北 西 , 精装 ,21, 1990年 , 板塔结合,31, 9个月以前发布,10300000.0,"120,342元/平",近地铁 VR看装修 房本满五年 
龙潭西里 2室1厅 南 北,龙潭西里,左安门,2室1厅 ,49.66, 南 北 , 精装 ,5, 1974年 , 板楼,131, 6个月以前发布,4500000.0,"90,617元/平",近地铁 VR房源 房本满五年 
景山两居北官厅胡同两居室 满两年 产权清晰 可以签约,北官厅胡同,东直门,2室1厅 ,52.63, 西 北 , 精装 ,6, 1988年 , 板楼,8, 10个月以前发布,6300000.0,"119,704元/平",近地铁 VR房源 房本满两年 
东城区 望陶园两居 无遮挡视野好,望陶园小区,永定门,2室1厅 ,89.66, 西南 , 简装 ,18, 2001年 , 塔楼,21, 4个月以前发布,6800000.0,"75,843元/平",VR看装修 房本满五年 
东城 永定门 西革新里 双卧朝南两居室,西革新里124号,永定门,2室1厅 ,50.98, 南 , 简装 ,6, 1981年 , 板楼,4, 6个月以前发布,3960000.0,"77,678元/平",近地铁 VR看装修 房本满五年 
悠胜美苑 东城区永定门 板楼商品房 出售,悠胜美苑,永定门,3室1厅 ,132.96, 东 西 , 简装 ,5, 2006年 , 板楼,5, 9个月以前发布,8600000.0,"64,682元/平",VR看装修 房本满五年 
东城区 永定门 楼龄新 大两居室，小区环境好,永铁苑,陶然亭,2室1厅 ,90.01, 南 西 , 精装 ,22, 2000年 , 塔楼,36, 一年前发布,7450000.0,"82,769元/平",VR房源 房本满五年 
崇文门西花市国瑞城中区一居室出售,国瑞城中区,崇文门,1室1厅 ,51.74, 西 , 精装 ,16, 2006年 , 板塔结合,31, 6个月以前发布,5300000.0,"102,436元/平",近地铁 VR房源 房本满五年 随时看房 
